iterations,fitness,time,fevals
0,0.0199492469272,1.951663144,1000
10,0.0189183695761,3.876936503,2100
20,0.0205978303569,5.809224166,3200
30,0.0215367329895,7.731831763,4300
40,0.0191770552133,9.658674311,5400
50,0.0213304562416,11.588549452,6500
60,0.0207974167394,13.517139463,7600
70,0.0188017338833,15.442012468,8700
80,0.0204119236937,17.371136331,9800
90,0.0212063487469,19.308142303,10900
100,0.0210141213965,21.235661295,12000
110,0.0196501009043,23.162347916,13100
120,0.0209848004797,25.087465796,14200
130,0.0210613919251,27.017196528,15300
140,0.0205977968589,28.959174597,16400
150,0.0198498291187,30.882322871,17500
160,0.0193618082002,32.8022261,18600
170,0.0210047200656,34.727901922,19700
180,0.0204076409398,36.706970823,20800
190,0.0204713309404,38.632760168,21900
200,0.0201239953236,40.555980587,23000
210,0.0200811776793,42.490598335,24100
220,0.0204422167725,44.414142704,25200
230,0.0202684425265,46.337835554,26300
240,0.0200643053075,48.272427333,27400
250,0.0205247369546,50.194573697,28500
260,0.0200759764943,52.136434667,29600
270,0.0194448866011,54.071601627,30700
280,0.0201678532517,55.999598893,31800
290,0.0208536942293,57.937884039,32900
300,0.0193536118034,59.866450166,34000
310,0.0194012664413,61.792614019,35100
320,0.0205141463134,63.753413709,36200
330,0.0206769517761,65.680709986,37300
340,0.0201500265865,67.606632206,38400
350,0.0194949115639,69.52563999,39500
360,0.0206765748909,71.449529216,40600
370,0.019671661733,73.375494597,41700
380,0.0204570216511,75.305926511,42800
390,0.0206646705917,77.228802693,43900
400,0.0195629303321,79.158331649,45000
410,0.0205772256245,81.090116629,46100
420,0.0196496457647,83.014338829,47200
430,0.0198365466121,84.936214187,48300
440,0.0204741006919,86.863196744,49400
450,0.0210017597054,88.795979688,50500
460,0.0202610700209,90.737569681,51600
470,0.0201051978571,92.670278544,52700
480,0.0202733222981,94.59584858,53800
490,0.0222889353613,96.518193126,54900
500,0.0206310447957,98.444451173,56000
510,0.0208706077751,100.367633959,57100
520,0.0210568059537,102.289707181,58200
530,0.0199718036165,104.223121168,59300
540,0.0196650762362,106.15000536,60400
550,0.0207300954531,108.074216208,61500
560,0.02078323195,110.005377957,62600
570,0.0196641670557,111.929379561,63700
580,0.021993743999,113.930907482,64800
590,0.0197766539203,116.176150765,65900
600,0.0211019014972,118.123875973,67000
610,0.0206980505815,120.047780479,68100
620,0.0200129227995,121.975559566,69200
630,0.0203324006704,123.905801156,70300
640,0.0204536376658,125.860209159,71400
650,0.020010840427,127.785074752,72500
660,0.0203013333808,129.708568068,73600
670,0.0199828346905,131.634146806,74700
680,0.0209016231192,133.560723621,75800
690,0.0204529428228,135.488317347,76900
700,0.02094163446,137.456658562,78000
710,0.0196872281647,139.375384862,79100
720,0.0186055832518,141.306681045,80200
730,0.0196223347239,143.229710331,81300
740,0.0198802440956,145.165589972,82400
750,0.0204274766903,147.086641531,83500
760,0.0191855664233,149.020264727,84600
770,0.0190170849358,150.939366764,85700
780,0.0208445416501,152.856865065,86800
790,0.0185918970424,154.796772566,87900
800,0.0210831872377,156.722442068,89000
810,0.0199088400381,158.645449772,90100
820,0.0206674178906,160.570449745,91200
830,0.0199278937373,162.49867885,92300
840,0.0206289983538,164.424902862,93400
850,0.0193911317397,166.351625706,94500
860,0.0196584665277,168.281193873,95600
870,0.0192279191934,170.202407542,96700
880,0.0190647114978,172.121646673,97800
890,0.0202123449568,174.055331612,98900
900,0.0193191052796,175.979407943,100000
910,0.0191576595777,177.917696508,101100
920,0.0214712877159,179.849005803,102200
930,0.0198981395627,181.770835763,103300
940,0.0196827933336,183.69554977,104400
950,0.0200901012294,185.635271069,105500
960,0.0199127974313,187.571851466,106600
970,0.0203670584812,189.494439595,107700
980,0.019795937285,191.421423673,108800
990,0.02081361256,193.348393468,109900
1000,0.0206693565429,195.283535437,111000
1010,0.0210608426754,197.250915053,112100
1020,0.0193564293635,199.180736031,113200
1030,0.0202343565356,201.102862502,114300
1040,0.0202283955795,203.039121683,115400
1050,0.0198842173895,204.981134306,116500
1060,0.0192013564297,206.902038584,117600
1070,0.0206613939885,208.825949562,118700
1080,0.0191774358615,210.747642884,119800
1090,0.0204161818145,212.676207386,120900
1100,0.0218653785813,214.622236441,122000
1110,0.0189675031312,216.548917891,123100
1120,0.0197317695164,218.510324787,124200
1130,0.019967670379,220.449828225,125300
1140,0.0202785145657,222.406768468,126400
1150,0.0220013469463,224.345978407,127500
1160,0.0197442523411,226.270051512,128600
1170,0.0198313085408,228.191998912,129700
1180,0.0214645521193,230.10636946,130800
1190,0.0196115248451,232.029311654,131900
1200,0.0204292759678,233.96278702,133000
1210,0.0211255147903,235.894702477,134100
1220,0.0193513889949,237.828740249,135200
1230,0.0207291018275,239.752862899,136300
1240,0.0210985210108,241.684821466,137400
1250,0.0196098841729,243.606456057,138500
