iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,elapsed
0,0.272189340917,0.267441857905,0.274725273842,0.455621301775,0.46511627907,0.450549450549,0.000580018999999
50,0.272189349109,0.267441860465,0.274725274725,0.455621301775,0.46511627907,0.450549450549,0.02738203
100,0.223414644701,0.237733968787,0.20495011652,0.491124260355,0.46511627907,0.549450549451,0.051667752
150,0.22199936602,0.232259718914,0.230378988745,0.544378698225,0.53488372093,0.538461538462,0.18190177
200,0.135031895151,0.174138493637,0.121559331899,0.650887573964,0.53488372093,0.67032967033,0.27711903
250,0.132850030099,0.171493165416,0.120591446301,0.662721893491,0.558139534884,0.659340659341,0.329788576
300,0.13156529824,0.170413286732,0.116997880189,0.662721893491,0.53488372093,0.681318681319,0.392908512
350,0.127553911794,0.176425486906,0.114793770131,0.680473372781,0.53488372093,0.67032967033,0.541760795
400,0.127073503351,0.161595045815,0.115141736258,0.668639053254,0.604651162791,0.67032967033,0.645662812
450,0.127072790831,0.161593420875,0.115133486501,0.668639053254,0.604651162791,0.67032967033,0.701585483
500,0.128011775366,0.178565205084,0.124232817425,0.662721893491,0.53488372093,0.67032967033,0.751082048
550,0.122334675821,0.167775509816,0.114428253471,0.692307692308,0.558139534884,0.692307692308,0.81893437
600,0.12194742408,0.167445195705,0.113847089772,0.692307692308,0.581395348837,0.692307692308,0.848444736
650,0.121429744716,0.168707542795,0.112435264492,0.692307692308,0.558139534884,0.692307692308,0.892725017
700,0.117677072605,0.166538704684,0.108041162881,0.698224852071,0.558139534884,0.703296703297,0.951073001
750,0.117254444719,0.170077451743,0.106438536342,0.698224852071,0.581395348837,0.681318681319,1.045291896
800,0.116903352863,0.169339323422,0.106308440098,0.698224852071,0.581395348837,0.681318681319,1.156081211
850,0.116881635807,0.169268307395,0.106227215441,0.692307692308,0.581395348837,0.67032967033,1.234558647
900,0.116375944488,0.168239149106,0.105904130164,0.692307692308,0.581395348837,0.692307692308,1.326813938
950,0.116207186914,0.163557859783,0.106691316106,0.692307692308,0.581395348837,0.681318681319,1.415449972
1000,0.115635798443,0.159012132225,0.106571309419,0.698224852071,0.627906976744,0.692307692308,1.486084365
1050,0.118902493379,0.159018313536,0.10794655413,0.674556213018,0.604651162791,0.692307692308,1.601070072
1100,0.115264108449,0.158482617962,0.105980142583,0.692307692308,0.627906976744,0.692307692308,1.629278502
1150,0.114793572155,0.157644303577,0.105966479297,0.698224852071,0.627906976744,0.692307692308,1.655462633
1200,0.114142482327,0.15851101158,0.105312270545,0.704142011834,0.627906976744,0.692307692308,1.696300705
1250,0.113888635793,0.16042682322,0.103849418986,0.710059171598,0.627906976744,0.692307692308,1.723607244
1300,0.112706279683,0.155676105115,0.104094811957,0.704142011834,0.627906976744,0.714285714286,1.750696638
