iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,elapsed
0,0.227810649253,0.232558139025,0.225274724653,0.544378698225,0.53488372093,0.549450549451,0.00957015399999
50,0.272189349095,0.267441860454,0.274725274714,0.455621301775,0.46511627907,0.450549450549,0.4880016
100,0.143781363021,0.19516325358,0.13824054278,0.692307692308,0.558139534884,0.692307692308,0.966282158
150,0.180655393977,0.236192356705,0.194865966828,0.615384615385,0.488372093023,0.582417582418,1.439950539
200,0.130477515006,0.207646131129,0.134285742664,0.698224852071,0.53488372093,0.703296703297,1.911683651
250,0.126300534722,0.206794744141,0.120249019768,0.721893491124,0.558139534884,0.736263736264,2.377496633
300,0.158603189656,0.202564783894,0.1687120017,0.662721893491,0.558139534884,0.637362637363,2.850419387
350,0.159373522359,0.17654310962,0.169900973329,0.656804733728,0.627906976744,0.637362637363,3.308665282
400,0.127051001263,0.207901996796,0.134123834509,0.686390532544,0.558139534884,0.67032967033,3.778285447
450,0.120732915227,0.208646728007,0.128210572251,0.698224852071,0.53488372093,0.681318681319,4.244007314
500,0.120308670277,0.205494630393,0.127542370166,0.698224852071,0.558139534884,0.703296703297,4.717977968
550,0.12748700126,0.20216805517,0.129614443797,0.692307692308,0.53488372093,0.714285714286,5.186785791
600,0.153353433829,0.237078854721,0.164088162695,0.680473372781,0.488372093023,0.637362637363,5.686492322
650,0.122946494073,0.205885676293,0.148358659696,0.727810650888,0.53488372093,0.637362637363,6.161158226
700,0.114242610817,0.199002171989,0.124306467623,0.721893491124,0.53488372093,0.714285714286,6.629594542
750,0.116054167643,0.202748452606,0.129327877033,0.715976331361,0.558139534884,0.703296703297,7.091961242
800,0.135025774073,0.209328863631,0.150381003941,0.686390532544,0.53488372093,0.648351648352,7.623007881
850,0.137005622242,0.234857195018,0.122400193089,0.662721893491,0.441860465116,0.714285714286,8.133046442
900,0.118568924915,0.206028354733,0.140661725547,0.727810650888,0.53488372093,0.692307692308,8.642511627
950,0.119250021076,0.204476239921,0.122058925287,0.733727810651,0.53488372093,0.725274725275,9.102364084
1000,0.116466147515,0.19514639649,0.131881802636,0.727810650888,0.558139534884,0.692307692308,9.585716787
1050,0.118549675112,0.212835967642,0.140654549509,0.715976331361,0.558139534884,0.648351648352,10.066004874
1100,0.261422491477,0.267898037422,0.25782658512,0.455621301775,0.46511627907,0.472527472527,10.533323724
1150,0.117807446186,0.18408897749,0.119343824369,0.715976331361,0.53488372093,0.703296703297,11.022289502
1200,0.120989458565,0.184521471035,0.122547375318,0.710059171598,0.581395348837,0.703296703297,11.489483288
1250,0.119397078302,0.188901911777,0.113832235724,0.710059171598,0.53488372093,0.714285714286,11.953540668
1300,0.117758044896,0.186156338921,0.116948865638,0.721893491124,0.558139534884,0.714285714286,12.434185705
1350,0.116513595316,0.176524614272,0.115299242015,0.721893491124,0.581395348837,0.725274725275,12.928923217
