iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,elapsed
0,0.227809946441,0.232557705708,0.225274688407,0.544378698225,0.53488372093,0.549450549451,0.019923589
10,0.227806771147,0.232557780483,0.22527468484,0.544378698225,0.53488372093,0.549450549451,0.070770555
20,0.227806771146,0.232557780401,0.225274684828,0.544378698225,0.53488372093,0.549450549451,0.089120671
30,0.22804038976,0.232505637565,0.226070614867,0.538461538462,0.53488372093,0.549450549451,0.11399173
40,0.227804032774,0.23255775641,0.225274707849,0.544378698225,0.53488372093,0.549450549451,0.134642503
50,0.227794591871,0.232557691021,0.225274869976,0.544378698225,0.53488372093,0.549450549451,0.148245063
60,0.227830904987,0.23253940465,0.225274980645,0.544378698225,0.53488372093,0.549450549451,0.158116331
70,0.227810488553,0.232558138184,0.225274719246,0.544378698225,0.53488372093,0.549450549451,0.181645757
80,0.227793692459,0.232557675853,0.225274883304,0.544378698225,0.53488372093,0.549450549451,0.201026584
90,0.221939345915,0.232013453537,0.228161556633,0.550295857988,0.53488372093,0.538461538462,0.209427148
100,0.221863556936,0.231831916442,0.228157385813,0.550295857988,0.53488372093,0.538461538462,0.220688924
110,0.221864550125,0.231829148823,0.228158085787,0.550295857988,0.53488372093,0.538461538462,0.229601621
120,0.221805543994,0.23178758982,0.22809811995,0.550295857988,0.53488372093,0.538461538462,0.253106558
130,0.221564828822,0.231940027948,0.228181670907,0.550295857988,0.53488372093,0.538461538462,0.27240102
140,0.221468221163,0.231980660578,0.228087046373,0.556213017751,0.53488372093,0.538461538462,0.298771622
150,0.227809854052,0.232558093458,0.225274713957,0.544378698225,0.53488372093,0.549450549451,0.311318939
160,0.221407108938,0.231912097768,0.228081218747,0.556213017751,0.53488372093,0.538461538462,0.340658682
170,0.221313968906,0.231864997101,0.228194758906,0.556213017751,0.53488372093,0.538461538462,0.346704155
180,0.221264995599,0.231903653889,0.228117980575,0.556213017751,0.53488372093,0.538461538462,0.353047209
190,0.225410733016,0.23250174802,0.225797032285,0.544378698225,0.53488372093,0.549450549451,0.375116728
200,0.221264995599,0.231903653889,0.228117980575,0.556213017751,0.53488372093,0.538461538462,0.386309347
210,0.220775738349,0.23171694934,0.228366184224,0.550295857988,0.53488372093,0.538461538462,0.415661549
220,0.220309189007,0.232266525459,0.227442608525,0.556213017751,0.53488372093,0.538461538462,0.436519776
230,0.227705075504,0.232556223486,0.225274277986,0.544378698225,0.53488372093,0.549450549451,0.446378732
240,0.220193022422,0.232237050936,0.227385972263,0.562130177515,0.53488372093,0.538461538462,0.462353767
250,0.223026352121,0.232372984043,0.226303678497,0.544378698225,0.53488372093,0.549450549451,0.468536914
260,0.220163513265,0.232261415239,0.227143991328,0.562130177515,0.53488372093,0.538461538462,0.476386598
270,0.2201361113,0.232257056294,0.227168042076,0.562130177515,0.53488372093,0.538461538462,0.497399123
280,0.220821868335,0.222306092978,0.22782874519,0.538461538462,0.53488372093,0.538461538462,0.522247452
290,0.219405587738,0.226453340173,0.228286123866,0.550295857988,0.53488372093,0.538461538462,0.531114612
300,0.219405587738,0.226453340173,0.228286123866,0.550295857988,0.53488372093,0.538461538462,0.538738159
310,0.219385596347,0.226494462681,0.22828452876,0.550295857988,0.53488372093,0.538461538462,0.5508905
320,0.219134411143,0.226952585532,0.228291480908,0.550295857988,0.53488372093,0.538461538462,0.559851597
330,0.218932572243,0.228003668976,0.228390398256,0.550295857988,0.53488372093,0.538461538462,0.565580582
340,0.218932572243,0.228003668976,0.228390398256,0.550295857988,0.53488372093,0.538461538462,0.587446795
350,0.220450325176,0.220944266395,0.226899263314,0.532544378698,0.53488372093,0.538461538462,0.592844194
360,0.221729698306,0.232154676678,0.226815949542,0.550295857988,0.53488372093,0.538461538462,0.632187289
370,0.218918278655,0.22721763469,0.228348529133,0.550295857988,0.53488372093,0.538461538462,0.638844035
380,0.218918278655,0.22721763469,0.228348529133,0.550295857988,0.53488372093,0.538461538462,0.645152658
390,0.218890503782,0.227404608386,0.228362962927,0.550295857988,0.53488372093,0.538461538462,0.6551448
400,0.218890503782,0.227404608386,0.228362962927,0.550295857988,0.53488372093,0.538461538462,0.659513594
410,0.218890503782,0.227404608386,0.228362962927,0.550295857988,0.53488372093,0.538461538462,0.663601616
420,0.218856998829,0.227736065787,0.228458801964,0.550295857988,0.53488372093,0.538461538462,0.669790339
430,0.218847728793,0.227735082106,0.228370431261,0.550295857988,0.53488372093,0.538461538462,0.673235323
440,0.218777058819,0.226486214017,0.227734185258,0.556213017751,0.53488372093,0.538461538462,0.676379
450,0.218795709613,0.226318018809,0.227718743242,0.556213017751,0.53488372093,0.538461538462,0.681537754
