iterations,fitness,time,fevals
0,0.0288720447464,0.00254939499973,465
10,0.0407776099915,0.00498124099977,833
20,0.0420635601493,0.00733773700085,1201
30,0.0533578263173,0.0095829260008,1564
40,0.0583812888086,0.0117186610005,1925
50,0.054180534575,0.0138143219992,2296
60,0.060371914102,0.0159606529978,2668
70,0.0639950084723,0.0183026869981,3037
80,0.0695148345087,0.0203050549972,3398
90,0.0722185562349,0.0222977349968,3771
100,0.0657387779186,0.0243350449964,4149
110,0.070170374225,0.0262815739952,4515
120,0.068381001801,0.0283123079953,4879
130,0.0757908680557,0.0302821609948,5241
140,0.0758325656261,0.0322682209935,5619
150,0.0758325656261,0.0341810829941,5993
160,0.0705513696753,0.0361116519944,6361
170,0.070806462535,0.0381806309942,6726
180,0.0870847688656,0.040142545995,7097
190,0.0787453397789,0.0420362839941,7465
200,0.0734210276092,0.0439480229943,7831
210,0.0697400391643,0.0459598259949,8197
220,0.0795749107561,0.047916159996,8565
230,0.0768507007297,0.0497886139965,8936
240,0.0826100246009,0.051644049996,9304
250,0.0913450753317,0.0534413299956,9668
260,0.0914874292234,0.0552010989959,10042
270,0.0928735746088,0.056922187996,10408
280,0.0892446059108,0.0587150169977,10772
290,0.0924587310263,0.0603839059986,11127
300,0.0865021973405,0.0620618639987,11498
310,0.0926779685737,0.0637274809997,11865
320,0.0942454102154,0.0653608779994,12229
330,0.097402381499,0.0670067419978,12591
340,0.0876128791278,0.0687386569989,12970
350,0.0897928261708,0.070526225998,13334
360,0.0921059847164,0.0725088699983,13695
370,0.0898734245602,0.074227310999,14057
380,0.0930260259597,0.0758448599991,14421
390,0.0923732809064,0.0774512199987,14788
400,0.0933133217417,0.079196329998,15154
410,0.0933133217417,0.080827085998,15519
420,0.0922500306208,0.0823368439997,15889
430,0.092440223156,0.0838005179994,16249
440,0.0917962197869,0.0856255339986,16617
450,0.0931886763649,0.0874237489988,16982
460,0.09797948968,0.0891073409985,17345
470,0.092752961701,0.0907425859987,17711
480,0.0946369176513,0.0924005649995,18080
490,0.0927506113995,0.0940131999996,18439
500,0.0898026212556,0.095718781,18799
510,0.087524719235,0.0974419249997,19167
520,0.0907472858995,0.0991549099999,19539
530,0.0921725868269,0.100969635001,19903
540,0.0861489132038,0.102711864001,20267
550,0.0856246767478,0.104465425002,20635
560,0.0857658639567,0.106234900002,21008
570,0.0893598080634,0.108052867003,21381
580,0.092555670832,0.109736073004,21747
590,0.0942410157113,0.111475342002,22110
600,0.0972756213391,0.113152778002,22479
610,0.100596728342,0.114873772001,22846
620,0.0973784989432,0.116459815001,23210
630,0.0989454450088,0.118071254001,23582
640,0.098954295307,0.119685891001,23951
650,0.101007739023,0.121300549999,24314
660,0.100076555483,0.122968504998,24677
670,0.102860874957,0.124666420998,25043
680,0.103235113982,0.126205408998,25411
690,0.0997003383803,0.127831119999,25776
700,0.0953708393009,0.129520993998,26145
710,0.0965646984788,0.131234961998,26506
720,0.0938036380266,0.132937371998,26870
730,0.0943739233137,0.134857521998,27244
740,0.0913244862729,0.136619654999,27616
750,0.0964826460476,0.138430057998,27990
760,0.0976685652655,0.140063888997,28359
770,0.0962093458122,0.141674590997,28720
780,0.0961261814585,0.143366839997,29087
790,0.0972230655523,0.145013745998,29450
800,0.0938859203549,0.146632762997,29811
810,0.0939857864974,0.148279123998,30177
820,0.0937879020394,0.149966440998,30548
830,0.0942647280065,0.151683087999,30916
840,0.0951772368618,0.153564531,31288
850,0.0960931644456,0.155240692999,31660
860,0.0910683727562,0.156917160999,32020
870,0.089889013697,0.158614374999,32384
880,0.0924240454794,0.160331617999,32754
890,0.0984766977893,0.162067828,33125
900,0.100967128624,0.163745473999,33495
910,0.0938115414174,0.165368225,33864
920,0.0947109855736,0.167029527,34235
930,0.0941920995045,0.168727994,34609
940,0.0974130230881,0.170455217998,34984
950,0.094643859002,0.172082501998,35347
960,0.0945434154305,0.173775032998,35718
970,0.0984018100013,0.175409057998,36086
980,0.0997673607055,0.176982691997,36454
990,0.100644732352,0.178551124996,36815
1000,0.0952605693007,0.180144530997,37178
1010,0.0938370549636,0.181810065997,37544
1020,0.0935091242388,0.183569625997,37914
1030,0.0979233025046,0.185171422998,38280
1040,0.0989706598621,0.186853612997,38650
1050,0.0977607142768,0.188369195997,39014
1060,0.0939685807044,0.198335924997,39380
1070,0.091811119185,0.200046518998,39746
1080,0.0949861903075,0.201703824998,40108
1090,0.0949363750071,0.203268801999,40475
1100,0.0904685803779,0.204827232999,40845
1110,0.0940007465319,0.20645111,41212
1120,0.0923503721008,0.208173028001,41584
1130,0.098853753606,0.209821634,41942
1140,0.100763484042,0.211476733999,42310
1150,0.100763484042,0.212997023,42682
1160,0.100763484042,0.214565322,43047
1170,0.0965237045752,0.216139196,43407
1180,0.10107133445,0.217781567,43767
1190,0.104551745668,0.21930042,44131
1200,0.106783110813,0.220786590999,44493
1210,0.105813812081,0.222328773998,44859
1220,0.102698434354,0.223888105998,45232
